index,filename,sigma_x,sigma_y,sigma_avg
0,10.7.bmp,76.20606327273218,18.57592135643203,47.39099231458211
1,10.8.bmp,109.55288862000806,24.22676405121575,66.8898263356119
2,10.9.bmp,72.44804643571327,9133.530456891362,4602.989251663537
