z,sigma_x,sigma_y,sigma_avg
10.7,76.20606327273218,18.57592135643203,47.39099231458211
10.8,109.55288862000806,24.22676405121575,66.8898263356119
10.9,72.44804643571327,9133.530456891362,4602.989251663537
